51;43762;10;43;4;410;68;24;8;39;80;1
52;43687;8;32;6;608;56;10;18;47;138;1
53;43588;5;18;5;505;34;3;17;53;113;2
54;43765;10;43;7;710;71;27;20;4;164;1
55;43483;1;3;5;501;6;18;13;33;109;1
56;43751;10;41;7;710;71;13;22;43;166;1
57;43707;8;35;5;508;55;30;13;46;109;1
58;43604;5;20;7;705;36;19;22;6;166;2
59;43700;8;34;5;508;55;23;4;56;100;2
60;43707;8;35;5;508;55;30;16;50;112;1
61;43591;5;19;1;105;30;6;18;4;18;2
62;43653;7;27;7;707;50;7;14;29;158;1
63;43490;1;4;5;501;6;25;3;26;99;2
64;43735;9;39;5;509;62;27;7;22;103;1
65;43526;3;9;6;603;21;2;20;50;140;1
66;43527;3;9;7;703;22;3;19;0;163;1
67;43819;12;51;5;512;83;20;17;43;113;1
68;43484;1;3;6;601;7;19;19;16;139;1
69;43490;1;4;5;501;6;25;16;29;112;1
70;43814;12;50;7;712;85;15;13;24;157;1
71;43648;7;27;2;207;45;2;17;4;41;2
72;43687;8;32;6;608;56;10;7;48;127;1
73;43695;8;33;7;708;57;18;19;2;163;1
74;43816;12;51;2;212;80;17;20;41;44;1
75;43678;8;31;4;408;54;1;24;12;96;2
76;43659;7;28;6;607;49;13;12;29;132;1
77;43668;7;30;1;107;44;22;20;39;20;2
78;43630;6;24;5;506;41;14;21;24;117;1
79;43618;6;22;7;706;43;2;21;27;165;1
80;43793;11;47;7;711;78;24;20;33;164;1
81;43779;11;45;7;711;78;10;11;50;155;1
82;43716;9;36;7;709;64;8;16;0;160;2
83;43585;4;18;2;204;24;30;8;37;32;2
84;43660;7;28;7;707;50;14;22;26;166;1
85;43527;3;9;7;703;22;3;12;9;156;1
86;43610;5;21;6;605;35;25;12;33;132;2
87;43641;6;26;2;206;38;25;24;17;48;2
88;43484;1;3;6;601;7;19;19;39;139;1
89;43555;3;13;7;703;22;31;23;18;167;2
90;43527;3;9;7;703;22;3;8;18;152;1
91;43716;9;36;7;709;64;8;20;55;164;1
92;43716;9;36;7;709;64;8;11;1;155;1
93;43556;4;14;1;104;23;1;13;25;13;2
94;43798;11;48;5;511;76;29;18;35;114;1
95;43660;7;28;7;707;50;14;22;6;166;1
96;43625;6;23;7;706;43;9;24;13;168;2
97;43473;1;2;2;201;3;8;13;18;37;1
98;43624;6;23;6;606;42;8;10;42;130;1
99;43521;2;9;1;102;9;25;21;2;21;2
100;43633;6;25;1;106;37;17;13;49;13;2
101;43729;9;38;6;609;63;21;19;59;139;1
102;43796;11;48;3;311;74;27;24;17;72;2
103;43551;3;13;3;303;18;27;23;2;71;2
104;43590;5;18;7;705;36;5;8;28;152;1
105;43736;9;39;6;609;63;28;10;58;130;2
106;43667;7;29;7;707;50;21;20;8;164;1
107;43672;7;30;5;507;48;26;17;22;113;1
108;43694;8;33;6;608;56;17;11;35;131;1
109;43672;7;30;5;507;48;26;13;18;109;1
110;43486;1;4;1;101;2;21;6;48;6;2
111;43715;9;36;6;609;63;7;19;29;139;1
112;43759;10;43;1;110;65;21;16;46;16;2
113;43784;11;46;5;511;76;15;7;59;103;1
114;43737;9;39;7;709;64;29;19;58;163;1
115;43530;3;10;3;303;18;6;9;45;57;1
116;43674;7;30;7;707;50;28;12;42;156;1
117;43598;5;20;1;105;30;13;12;49;12;2
118;43786;11;46;7;711;78;17;17;27;161;2
119;43540;3;11;6;603;21;16;10;34;130;1
120;43706;8;35;4;408;54;29;22;0;94;1
121;43693;8;33;5;508;55;16;15;37;111;1
122;43759;10;43;1;110;65;21;18;30;18;2
123;43682;8;32;1;108;51;5;6;13;6;2
124;43614;5;22;3;305;32;29;18;17;66;2
125;43791;11;47;5;511;76;22;9;14;105;1
126;43685;8;32;4;408;54;8;17;52;89;1
127;43541;3;11;7;703;22;17;10;51;154;1
128;43473;1;2;2;201;3;8;20;52;44;1
129;43660;7;28;7;707;50;14;12;1;156;1
130;43471;1;1;7;701;8;6;22;51;166;1
131;43712;9;36;3;309;60;4;14;20;62;2
132;43667;7;29;7;707;50;21;23;38;167;1
133;43482;1;3;4;401;5;17;14;38;86;1
134;43655;7;28;2;207;45;9;12;56;36;1
135;43707;8;35;5;508;55;30;22;53;118;1
136;43490;1;4;5;501;6;25;13;43;109;1
137;43659;7;28;6;607;49;13;18;26;138;1
138;43643;6;26;4;406;40;27;14;28;86;1
139;43701;8;34;6;608;56;24;16;48;136;1
140;43478;1;2;7;701;8;13;11;19;155;1
141;43597;5;19;7;705;36;12;23;11;167;2
142;43750;10;41;6;610;70;12;22;13;142;2
143;43758;10;42;7;710;71;20;20;30;164;1
144;43534;3;10;7;703;22;10;11;58;155;1
145;43537;3;11;3;303;18;13;19;4;67;1
146;43637;6;25;5;506;41;21;18;48;114;1
147;43672;7;30;5;507;48;26;8;7;104;1
148;43731;9;39;1;109;58;23;19;56;19;2
149;43674;7;30;7;707;50;28;19;24;163;1
150;43749;10;41;5;510;69;11;19;46;115;1
151;43821;12;51;7;712;85;22;22;55;166;1
152;43499;2;5;7;702;15;3;2;7;146;2
153;43589;5;18;6;605;35;4;1;19;121;2
154;43618;6;22;7;706;43;2;20;34;164;1
155;43505;2;6;6;602;14;9;7;44;127;1
156;43801;12;49;1;112;79;2;20;36;20;2
157;43730;9;38;7;709;64;22;20;54;164;1
158;43669;7;30;2;207;45;23;20;46;44;1
159;43807;12;49;7;712;85;8;17;25;161;1
160;43619;6;23;1;106;37;3;1;19;1;2
161;43652;7;27;6;607;49;6;11;58;131;1
162;43817;12;51;3;312;81;18;22;9;70;2
163;43630;6;24;5;506;41;14;9;0;105;1
164;43574;4;16;5;504;27;19;12;25;108;1
165;43634;6;25;2;206;38;18;18;39;42;2
166;43522;2;9;2;202;10;26;11;10;35;2
167;43756;10;42;5;510;69;18;11;3;107;1
168;43651;7;27;5;507;48;5;23;37;119;1
169;43496;1;5;4;401;5;31;14;43;86;1
170;43514;2;8;1;102;9;18;4;11;4;2
171;43507;2;7;1;102;9;11;11;45;11;2
172;43497;2;5;5;502;13;1;16;31;112;1
173;43735;9;39;5;509;62;27;1;48;97;2
174;43716;9;36;7;709;64;8;13;27;157;1
175;43751;10;41;7;710;71;13;11;48;155;1
176;43736;9;39;6;609;63;28;13;3;133;2
177;43667;7;29;7;707;50;21;18;24;162;1
178;43763;10;43;5;510;69;25;18;47;114;1
179;43777;11;45;5;511;76;8;12;21;108;1
180;43491;1;4;6;601;7;26;22;58;142;1
181;43730;9;38;7;709;64;22;9;26;153;1
182;43582;4;17;6;604;28;27;19;46;139;1
183;43692;8;33;4;408;54;15;21;18;93;1
184;43467;1;1;3;301;4;2;23;32;71;2
185;43571;4;16;2;204;24;16;4;35;28;2
186;43582;4;17;6;604;28;27;20;23;140;1
187;43791;11;47;5;511;76;22;13;55;109;1
188;43666;7;29;6;607;49;20;7;41;127;1
189;43793;11;47;7;711;78;24;17;35;161;2
190;43829;12;1;1;112;79;30;10;52;10;2
191;43764;10;43;6;610;70;26;17;31;137;2
192;43707;8;35;5;508;55;30;4;57;100;2
193;43506;2;6;7;702;15;10;18;55;162;1
194;43568;4;15;6;604;28;13;19;22;139;1
195;43648;7;27;2;207;45;2;13;29;37;1
196;43744;10;40;7;710;71;6;8;15;152;1
197;43687;8;32;6;608;56;10;16;22;136;1
198;43476;1;2;5;501;6;11;19;20;115;1
199;43824;12;52;3;312;81;25;10;51;58;2
200;43795;11;48;2;211;73;26;17;24;41;2
201;43595;5;19;5;505;34;10;17;54;113;2
202;43483;1;3;5;501;6;18;10;28;106;1
203;43631;6;24;6;606;42;15;5;19;125;2
204;43827;12;52;6;612;84;28;1;5;121;2
205;43504;2;6;5;502;13;8;16;11;112;1
206;43714;9;36;5;509;62;6;13;21;109;1
207;43676;7;31;2;207;45;30;21;1;45;1
208;43819;12;51;5;512;83;20;11;58;107;1
209;43799;11;48;6;611;77;30;12;23;132;2
210;43521;2;9;1;102;9;25;12;29;12;2
211;43483;1;3;5;501;6;18;17;0;113;1
212;43659;7;28;6;607;49;13;19;34;139;1
213;43502;2;6;3;302;11;6;7;30;55;1
214;43639;6;25;7;706;43;23;10;48;154;1
215;43729;9;38;6;609;63;21;23;37;143;2
216;43694;8;33;6;608;56;17;13;57;133;1
217;43483;1;3;5;501;6;18;2;3;98;2
218;43471;1;1;7;701;8;6;11;21;155;1
219;43681;8;31;7;708;57;4;18;28;162;1
220;43468;1;1;4;401;5;3;18;7;90;1
221;43505;2;6;6;602;14;9;4;46;124;2
222;43523;2;9;3;302;11;27;12;13;60;1
223;43552;3;13;4;403;19;28;18;4;90;1
224;43765;10;43;7;710;71;27;19;53;163;1
225;43505;2;6;6;602;14;9;19;1;139;1
226;43492;1;4;7;701;8;27;13;8;157;1
227;43821;12;51;7;712;85;22;20;15;164;1
228;43594;5;19;4;405;33;9;14;53;86;2
229;43506;2;6;7;702;15;10;9;16;153;1
230;43693;8;33;5;508;55;16;20;48;116;1
231;43555;3;13;7;703;22;31;18;15;162;1
232;43724;9;38;1;109;58;16;23;30;23;2
233;43679;8;31;5;508;55;2;14;14;110;1
234;43632;6;24;7;706;43;16;20;36;164;1
235;43574;4;16;5;504;27;19;7;50;103;1
236;43513;2;7;7;702;15;17;18;40;162;1
237;43695;8;33;7;708;57;18;7;50;151;1
238;43646;6;26;7;706;43;30;19;4;163;1
239;43717;9;37;1;109;58;9;18;18;18;2
240;43708;8;35;6;608;56;31;13;37;133;1
241;43660;7;28;7;707;50;14;22;33;166;1
242;43701;8;34;6;608;56;24;18;52;138;1
243;43787;11;47;1;111;72;18;12;11;12;2
244;43486;1;4;1;101;2;21;19;59;19;2
245;43474;1;2;3;301;4;9;11;49;59;1
246;43531;3;10;4;403;19;7;1;45;73;2
247;43688;8;32;7;708;57;11;13;10;157;1
248;43532;3;10;5;503;20;8;12;39;108;1
249;43684;8;32;3;308;53;7;18;32;66;1
250;43671;7;30;4;407;47;25;2;44;74;2
251;43828;12;52;7;712;85;29;19;34;163;1
252;43506;2;6;7;702;15;10;11;20;155;1
253;43467;1;1;3;301;4;2;13;22;61;1
254;43584;4;18;1;104;23;29;8;2;8;2
255;43674;7;30;7;707;50;28;21;20;165;1
256;43552;3;13;4;403;19;28;11;56;83;1
257;43583;4;17;7;704;29;28;20;35;164;1
258;43709;9;35;7;709;64;1;16;26;160;2
259;43618;6;22;7;706;43;2;12;36;156;1
260;43649;7;27;3;307;46;3;19;58;67;1
261;43659;7;28;6;607;49;13;8;25;128;1
262;43702;8;34;7;708;57;25;23;22;167;2
263;43513;2;7;7;702;15;17;21;35;165;1
264;43630;6;24;5;506;41;14;12;0;108;1
265;43639;6;25;7;706;43;23;19;44;163;1
266;43758;10;42;7;710;71;20;18;48;162;1
267;43605;5;21;1;105;30;20;11;46;11;2
268;43510;2;7;4;402;12;14;18;30;90;1
269;43534;3;10;7;703;22;10;19;33;163;1
270;43667;7;29;7;707;50;21;17;14;161;1
271;43702;8;34;7;708;57;25;1;19;145;2
272;43806;12;49;6;612;84;7;8;28;128;1
273;43798;11;48;5;511;76;29;10;53;106;2
274;43688;8;32;7;708;57;11;24;58;168;2
275;43749;10;41;5;510;69;11;24;54;120;2
276;43674;7;30;7;707;50;28;8;16;152;1
277;43743;10;40;6;610;70;5;21;35;141;1
278;43542;3;12;1;103;16;18;15;21;15;2
279;43618;6;22;7;706;43;2;4;3;148;2
280;43820;12;51;6;612;84;21;10;56;130;1
281;43595;5;19;5;505;34;10;12;37;108;1
282;43660;7;28;7;707;50;14;7;16;151;1
283;43666;7;29;6;607;49;20;1;41;121;2
284;43696;8;34;1;108;51;19;6;27;6;2
285;43666;7;29;6;607;49;20;15;27;135;1
286;43513;2;7;7;702;15;17;12;11;156;1
287;43681;8;31;7;708;57;4;14;17;158;1
288;43558;4;14;3;304;25;3;22;30;70;2
289;43737;9;39;7;709;64;29;20;50;164;1
290;43700;8;34;5;508;55;23;16;18;112;1
291;43693;8;33;5;508;55;16;17;10;113;1
292;43488;1;4;3;301;4;23;23;32;71;2
293;43660;7;28;7;707;50;14;7;49;151;1
294;43723;9;37;7;709;64;15;6;44;150;2
295;43685;8;32;4;408;54;8;18;38;90;1
296;43792;11;47;6;611;77;23;17;32;137;2
297;43740;10;40;3;310;67;2;1;27;49;2
298;43717;9;37;1;109;58;9;16;1;16;2
299;43592;5;19;2;205;31;7;13;4;37;2
300;43736;9;39;6;609;63;28;8;49;128;1
301;43506;2;6;7;702;15;10;12;2;156;1
302;43672;7;30;5;507;48;26;15;42;111;1
303;43520;2;8;7;702;15;24;5;23;149;1
304;43734;9;39;4;409;61;26;9;8;81;2
305;43603;5;20;6;605;35;18;11;56;131;2
306;43711;9;36;2;209;59;3;12;50;36;2
307;43690;8;33;2;208;52;13;20;46;44;1
308;43500;2;6;1;102;9;4;8;49;8;2
309;43775;11;45;3;311;74;6;3;6;51;2
310;43722;9;37;6;609;63;14;18;6;138;2
311;43789;11;47;3;311;74;20;22;46;70;2
312;43793;11;47;7;711;78;24;19;33;163;1
313;43637;6;25;5;506;41;21;20;37;116;1
314;43598;5;20;1;105;30;13;13;41;13;2
315;43769;10;44;4;410;68;31;13;49;85;1
316;43555;3;13;7;703;22;31;10;0;154;1
317;43694;8;33;6;608;56;17;6;32;126;1
318;43741;10;40;4;410;68;3;16;47;88;2
319;43654;7;28;1;107;44;8;8;24;8;2
320;43472;1;2;1;101;2;7;11;23;11;2
321;43569;4;15;7;704;29;14;7;55;151;1
322;43791;11;47;5;511;76;22;23;54;119;2
323;43693;8;33;5;508;55;16;21;8;117;1
324;43493;1;5;1;101;2;28;12;37;12;2
325;43646;6;26;7;706;43;30;19;35;163;1
326;43673;7;30;6;607;49;27;18;33;138;1
327;43820;12;51;6;612;84;21;12;22;132;1
328;43737;9;39;7;709;64;29;21;50;165;1
329;43714;9;36;5;509;62;6;13;40;109;1
330;43827;12;52;6;612;84;28;14;28;134;1
331;43793;11;47;7;711;78;24;23;42;167;2
332;43694;8;33;6;608;56;17;12;1;132;1
333;43480;1;3;2;201;3;15;20;14;44;1
334;43479;1;3;1;101;2;14;9;47;9;2
335;43476;1;2;5;501;6;11;16;3;112;1
336;43773;11;45;1;111;72;4;19;17;19;2
337;43786;11;46;7;711;78;17;6;0;150;2
338;43750;10;41;6;610;70;12;9;12;129;1
339;43715;9;36;6;609;63;7;12;2;132;2
340;43698;8;34;3;308;53;21;17;8;65;2
341;43761;10;43;3;310;67;23;10;35;58;2
342;43590;5;18;7;705;36;5;1;45;145;2
343;43614;5;22;3;305;32;29;17;49;65;2
344;43606;5;21;2;205;31;21;22;16;46;2
345;43741;10;40;4;410;68;3;19;12;91;1
346;43500;2;6;1;102;9;4;5;24;5;2
347;43791;11;47;5;511;76;22;13;16;109;1
348;43555;3;13;7;703;22;31;14;14;158;1
349;43631;6;24;6;606;42;15;23;56;143;2
350;43828;12;52;7;712;85;29;8;31;152;1
351;43674;7;30;7;707;50;28;9;0;153;1
352;43799;11;48;6;611;77;30;19;17;139;1
353;43673;7;30;6;607;49;27;7;27;127;1
354;43520;2;8;7;702;15;24;19;40;163;1
355;43778;11;45;6;611;77;9;10;57;130;2
356;43658;7;28;5;507;48;12;18;12;114;1
357;43820;12;51;6;612;84;21;21;15;141;1
358;43652;7;27;6;607;49;6;13;1;133;1
359;43611;5;21;7;705;36;26;24;43;168;2
360;43481;1;3;3;301;4;16;16;41;64;1
361;43540;3;11;6;603;21;16;18;56;138;1
362;43541;3;11;7;703;22;17;22;46;166;1
363;43828;12;52;7;712;85;29;16;24;160;1
364;43472;1;2;1;101;2;7;18;9;18;2
365;43697;8;34;2;208;52;20;21;55;45;2
366;43701;8;34;6;608;56;24;13;54;133;1
367;43492;1;4;7;701;8;27;10;52;154;1
368;43588;5;18;5;505;34;3;12;38;108;1
369;43758;10;42;7;710;71;20;23;17;167;2
370;43660;7;28;7;707;50;14;12;8;156;1
371;43730;9;38;7;709;64;22;13;47;157;1
372;43631;6;24;6;606;42;15;16;8;136;1
373;43643;6;26;4;406;40;27;18;41;90;1
374;43683;8;32;2;208;52;6;16;25;40;2
375;43745;10;41;1;110;65;7;21;21;21;2
376;43696;8;34;1;108;51;19;14;5;14;2
377;43531;3;10;4;403;19;7;19;46;91;1
378;43539;3;11;5;503;20;15;17;57;113;1
379;43758;10;42;7;710;71;20;21;27;165;1
380;43477;1;2;6;601;7;12;12;15;132;1
381;43672;7;30;5;507;48;26;18;50;114;1
382;43611;5;21;7;705;36;26;12;8;156;1
383;43681;8;31;7;708;57;4;15;35;159;1
384;43728;9;38;5;509;62;20;18;50;114;1
385;43708;8;35;6;608;56;31;19;34;139;1
386;43687;8;32;6;608;56;10;23;15;143;2
387;43478;1;2;7;701;8;13;8;14;152;1
388;43695;8;33;7;708;57;18;19;12;163;1
389;43479;1;3;1;101;2;14;1;40;1;2
390;43799;11;48;6;611;77;30;18;45;138;2
391;43667;7;29;7;707;50;21;14;50;158;1
392;43597;5;19;7;705;36;12;19;29;163;1
393;43617;6;22;6;606;42;1;19;58;139;1
394;43710;9;36;1;109;58;2;4;58;4;2
395;43689;8;33;1;108;51;12;13;52;13;2
396;43695;8;33;7;708;57;18;21;19;165;1
397;43709;9;35;7;709;64;1;20;22;164;1
398;43800;12;48;7;712;85;1;20;28;164;1
399;43716;9;36;7;709;64;8;1;22;145;2
400;43729;9;38;6;609;63;21;9;24;129;2
401;43757;10;42;6;610;70;19;6;13;126;2
402;43527;3;9;7;703;22;3;19;51;163;1
403;43652;7;27;6;607;49;6;17;51;137;1
404;43740;10;40;3;310;67;2;8;44;56;1
405;43648;7;27;2;207;45;2;9;20;33;1
406;43708;8;35;6;608;56;31;8;0;128;1
407;43562;4;14;7;704;29;7;18;45;162;1
408;43725;9;38;2;209;59;17;7;56;31;2
409;43733;9;39;3;309;60;25;12;38;60;2
410;43483;1;3;5;501;6;18;20;31;116;1
411;43632;6;24;7;706;43;16;14;55;158;1
412;43646;6;26;7;706;43;30;11;0;155;1
413;43499;2;5;7;702;15;3;21;55;165;1
414;43717;9;37;1;109;58;9;2;29;2;2
415;43820;12;51;6;612;84;21;13;35;133;1
416;43533;3;10;6;603;21;9;21;58;141;1
417;43681;8;31;7;708;57;4;8;49;152;1
418;43662;7;29;2;207;45;16;23;42;47;2
419;43470;1;1;6;601;7;5;21;14;141;1
420;43555;3;13;7;703;22;31;12;2;156;1
421;43656;7;28;3;307;46;10;23;42;71;2
422;43757;10;42;6;610;70;19;18;9;138;1
423;43676;7;31;2;207;45;30;20;12;44;1
424;43470;1;1;6;601;7;5;23;52;143;2
425;43651;7;27;5;507;48;5;18;58;114;1
426;43470;1;1;6;601;7;5;23;20;143;2
427;43604;5;20;7;705;36;19;17;56;161;2
428;43809;12;50;2;212;80;10;9;6;33;2
429;43667;7;29;7;707;50;21;8;43;152;1
430;43749;10;41;5;510;69;11;17;8;113;1
431;43776;11;45;4;411;75;7;18;46;90;2
432;43728;9;38;5;509;62;20;17;1;113;2
433;43513;2;7;7;702;15;17;19;12;163;1
434;43715;9;36;6;609;63;7;19;37;139;1
435;43660;7;28;7;707;50;14;20;26;164;1
436;43613;5;22;2;205;31;28;19;10;43;2
437;43657;7;28;4;407;47;11;6;41;78;1
438;43639;6;25;7;706;43;23;8;54;152;1
439;43681;8;31;7;708;57;4;1;30;145;2
440;43608;5;21;4;405;33;23;7;22;79;2
441;43678;8;31;4;408;54;1;16;53;88;1
442;43663;7;29;3;307;46;17;20;0;68;1
443;43589;5;18;6;605;35;4;14;58;134;2
444;43772;11;44;7;711;78;3;14;30;158;2
445;43820;12;51;6;612;84;21;24;38;144;2
446;43476;1;2;5;501;6;11;5;25;101;1
447;43627;6;24;2;206;38;11;21;37;45;2
448;43582;4;17;6;604;28;27;19;32;139;1
449;43716;9;36;7;709;64;8;13;15;157;1
450;43701;8;34;6;608;56;24;20;26;140;1
451;43634;6;25;2;206;38;18;19;3;43;1
452;43728;9;38;5;509;62;20;1;32;97;2
453;43597;5;19;7;705;36;12;19;38;163;1
454;43709;9;35;7;709;64;1;22;53;166;2
455;43616;5;22;5;505;34;31;1;48;97;2
456;43653;7;27;7;707;50;7;19;53;163;1
457;43687;8;32;6;608;56;10;19;47;139;1
458;43588;5;18;5;505;34;3;17;56;113;2
459;43658;7;28;5;507;48;12;20;15;116;1
460;43609;5;21;5;505;34;24;12;47;108;1
461;43788;11;47;2;211;73;19;17;36;41;2
462;43723;9;37;7;709;64;15;12;27;156;1
463;43597;5;19;7;705;36;12;16;11;160;2
464;43701;8;34;6;608;56;24;20;10;140;1
465;43555;3;13;7;703;22;31;13;11;157;1
466;43660;7;28;7;707;50;14;3;29;147;2
467;43692;8;33;4;408;54;15;11;55;83;1
468;43547;3;12;6;603;21;23;13;41;133;1
469;43666;7;29;6;607;49;20;5;36;125;1
470;43660;7;28;7;707;50;14;11;44;155;1
471;43673;7;30;6;607;49;27;12;11;132;1
472;43778;11;45;6;611;77;9;13;37;133;2
473;43572;4;16;3;304;25;17;14;41;62;2
474;43811;12;50;4;412;82;12;14;13;86;1
475;43525;3;9;5;503;20;1;17;25;113;1
476;43632;6;24;7;706;43;16;19;51;163;1
477;43569;4;15;7;704;29;14;9;41;153;1
478;43709;9;35;7;709;64;1;21;39;165;1
479;43741;10;40;4;410;68;3;22;11;94;2
480;43538;3;11;4;403;19;14;13;38;85;1
481;43673;7;30;6;607;49;27;12;18;132;1
482;43676;7;31;2;207;45;30;13;3;37;1
483;43659;7;28;6;607;49;13;10;54;130;1
484;43655;7;28;2;207;45;9;17;19;41;2
485;43514;2;8;1;102;9;18;19;5;19;2
486;43476;1;2;5;501;6;11;14;59;110;1
487;43632;6;24;7;706;43;16;15;24;159;1
488;43597;5;19;7;705;36;12;19;15;163;1
489;43695;8;33;7;708;57;18;18;3;162;1
490;43766;10;44;1;110;65;28;13;57;13;2
491;43625;6;23;7;706;43;9;17;28;161;1
492;43737;9;39;7;709;64;29;13;17;157;1
493;43616;5;22;5;505;34;31;5;44;101;2
494;43503;2;6;4;402;12;7;12;52;84;1
495;43626;6;24;1;106;37;10;20;23;20;2
496;43722;9;37;6;609;63;14;7;38;127;2
497;43706;8;35;4;408;54;29;17;5;89;1
498;43794;11;48;1;111;72;25;23;30;23;2
499;43527;3;9;7;703;22;3;22;0;166;1
500;43497;2;5;5;502;13;1;15;25;111;1
501;43619;6;23;1;106;37;3;1;10;1;2
502;43659;7;28;6;607;49;13;20;48;140;1
503;43652;7;27;6;607;49;6;15;33;135;1
504;43704;8;35;2;208;52;27;21;32;45;2
505;43728;9;38;5;509;62;20;8;47;104;1
506;43477;1;2;6;601;7;12;10;27;130;1
507;43499;2;5;7;702;15;3;18;32;162;1
508;43513;2;7;7;702;15;17;9;23;153;1
509;43820;12;51;6;612;84;21;19;29;139;1
510;43466;1;1;2;201;3;1;12;21;36;1
511;43705;8;35;3;308;53;28;3;48;51;2
512;43644;6;26;5;506;41;28;14;27;110;1
513;43680;8;31;6;608;56;3;18;22;138;1
514;43800;12;48;7;712;85;1;21;43;165;1
515;43609;5;21;5;505;34;24;13;21;109;1
516;43687;8;32;6;608;56;10;11;38;131;1
517;43812;12;50;5;512;83;13;19;45;115;1
518;43602;5;20;5;505;34;17;18;51;114;1
519;43816;12;51;2;212;80;17;10;31;34;2
520;43622;6;23;4;406;40;6;20;40;92;1
521;43484;1;3;6;601;7;19;15;24;135;1
522;43727;9;38;4;409;61;19;18;9;90;2
523;43734;9;39;4;409;61;26;1;16;73;2
524;43648;7;27;2;207;45;2;21;20;45;1
525;43554;3;13;6;603;21;30;19;3;139;1
526;43666;7;29;6;607;49;20;20;31;140;1
527;43620;6;23;2;206;38;4;4;26;28;2
528;43709;9;35;7;709;64;1;20;24;164;1
529;43470;1;1;6;601;7;5;19;48;139;1
530;43604;5;20;7;705;36;19;9;31;153;1
531;43673;7;30;6;607;49;27;3;29;123;2
532;43493;1;5;1;101;2;28;24;46;24;2
533;43777;11;45;5;511;76;8;7;35;103;1
534;43625;6;23;7;706;43;9;21;43;165;1
535;43701;8;34;6;608;56;24;10;4;130;1
536;43470;1;1;6;601;7;5;17;56;137;1
537;43674;7;30;7;707;50;28;3;25;147;2
538;43589;5;18;6;605;35;4;12;19;132;2
539;43741;10;40;4;410;68;3;13;23;85;1
540;43599;5;20;2;205;31;14;19;18;43;2
541;43498;2;5;6;602;14;2;23;11;143;2
542;43562;4;14;7;704;29;7;19;56;163;1
543;43689;8;33;1;108;51;12;16;49;16;2
544;43572;4;16;3;304;25;17;3;58;51;2
545;43704;8;35;2;208;52;27;10;13;34;2
546;43581;4;17;5;504;27;26;22;45;118;1
547;43520;2;8;7;702;15;24;21;44;165;1
548;43659;7;28;6;607;49;13;16;0;136;1
549;43779;11;45;7;711;78;10;16;54;160;2
550;43586;5;18;3;305;32;1;6;7;54;2
551;43561;4;14;6;604;28;6;14;16;134;2
552;43491;1;4;6;601;7;26;6;35;126;1
553;43751;10;41;7;710;71;13;16;14;160;1
554;43680;8;31;6;608;56;3;17;12;137;1
555;43821;12;51;7;712;85;22;18;14;162;1
556;43534;3;10;7;703;22;10;16;40;160;1
557;43793;11;47;7;711;78;24;20;25;164;1
558;43713;9;36;4;409;61;5;19;1;91;1
559;43730;9;38;7;709;64;22;10;52;154;2
560;43483;1;3;5;501;6;18;21;3;117;1
